run_id,epoch,train_loss,val_f1_macro,val_acc,val_f1_judi,val_precision_judi,val_recall_judi
7,3,0.064876,0.9648713542301168,0.9793152639087018,0.9423459244532804,0.9634146341463414,0.9221789883268484
7,4,0.043485,0.9633515049560888,0.977888730385164,0.9402697495183044,0.931297709923664,0.9494163424124512
7,5,0.033116,0.9543235216165074,0.9736091298145506,0.924643584521385,0.97008547008547,0.8832684824902723
7,6,0.017852,0.9636034489323332,0.978601997146933,0.9402390438247012,0.963265306122449,0.9182879377431906
7,7,0.010901,0.9624486890046078,0.977888730385164,0.9383697813121272,0.959349593495935,0.9182879377431906
7,8,0.007182,0.9636034489323332,0.978601997146933,0.9402390438247012,0.963265306122449,0.9182879377431906
8,1,0.292755,0.9546009216841188,0.9728958630527818,0.92578125,0.9294117647058824,0.9221789883268484
8,2,0.097954,0.9603939545693853,0.9764621968616264,0.9351669941060904,0.9444444444444444,0.926070038910506
8,3,0.057594,0.964158622382199,0.978601997146933,0.94140625,0.9450980392156862,0.9377431906614786
8,4,0.026901,0.966239761676247,0.9800285306704708,0.9446640316205532,0.9598393574297188,0.9299610894941636
8,5,0.012374,0.9640494384327402,0.978601997146933,0.9411764705882352,0.9486166007905138,0.933852140077821
9,1,0.276127,0.9495419447716268,0.9686162624821684,0.9185185185185184,0.8763250883392226,0.9649805447470816
9,2,0.092949,0.962225515290314,0.9771754636233952,0.9384615384615383,0.9277566539923956,0.9494163424124512
9,3,0.044933,0.9654057788634738,0.9793152639087018,0.9434697855750488,0.9453125,0.9416342412451362
10,1,0.310322,0.941836345231576,0.9643366619115548,0.9056603773584906,0.8791208791208791,0.933852140077821
10,2,0.109471,0.9547575875713754,0.9736091298145506,0.9255533199195172,0.9583333333333334,0.8949416342412452
10,3,0.06436,0.9631313966755314,0.977888730385164,0.9398058252427184,0.937984496124031,0.9416342412451362
10,4,0.048856,0.9660298856701776,0.9800285306704708,0.9442231075697212,0.9673469387755104,0.9221789883268484
10,5,0.020039,0.969995420128322,0.9821683309557776,0.950884086444008,0.9603174603174603,0.9416342412451362
10,6,0.007281,0.9723110239837744,0.9835948644793152,0.9546351084812624,0.968,0.9416342412451362
10,7,0.003598,0.9711514719196686,0.9828815977175464,0.952755905511811,0.9641434262948207,0.9416342412451362
10,8,0.002116,0.9710626528653546,0.9828815977175464,0.9525691699604744,0.9678714859437751,0.9377431906614786
11,1,0.277871,0.9276211986770992,0.9543509272467904,0.8836363636363637,0.8293515358361775,0.9455252918287936
11,2,0.096554,0.9581215014128766,0.9750356633380884,0.9315068493150684,0.937007874015748,0.926070038910506
11,3,0.054275,0.9584989246256912,0.9750356633380884,0.9323017408123792,0.926923076923077,0.9377431906614786
11,4,0.023144,0.955319359687165,0.9736091298145506,0.9267326732673268,0.9435483870967742,0.9105058365758756
11,5,0.007127,0.9596241936358216,0.9757489300998572,0.9341085271317828,0.9305019305019304,0.9377431906614786
12,1,0.259049,0.9292978917230608,0.955777460770328,0.8860294117647058,0.8397212543554007,0.9377431906614786
12,2,0.090607,0.9469484587643792,0.9671897289586304,0.914179104477612,0.8781362007168458,0.953307392996109
12,3,0.033114,0.9653006725992406,0.9793152639087018,0.943248532289628,0.9488188976377953,0.9377431906614786
13,1,0.299578,0.8547601781829484,0.8980028530670471,0.7755102040816326,0.65,0.9610894941634242
13,2,0.112028,0.949613656783468,0.9693295292439372,0.918095238095238,0.8992537313432836,0.9377431906614786
13,3,0.070464,0.9546009216841188,0.9728958630527818,0.92578125,0.9294117647058824,0.9221789883268484
13,4,0.047141,0.9642669022819568,0.978601997146933,0.9416342412451362,0.9416342412451362,0.9416342412451362
13,5,0.029834,0.9659236111111112,0.9800285306704708,0.944,0.97119341563786,0.9182879377431906
13,6,0.01519,0.9660298856701776,0.9800285306704708,0.9442231075697212,0.9673469387755104,0.9221789883268484
13,7,0.006821,0.9661352657004832,0.9800285306704708,0.9444444444444444,0.9635627530364372,0.926070038910506
13,8,0.00265,0.967294019455626,0.9807417974322395,0.9463220675944334,0.967479674796748,0.926070038910506
14,1,0.328121,0.952374679256945,0.9707560627674752,0.9227871939736346,0.8941605839416058,0.953307392996109
14,2,0.09798,0.9518354927365528,0.970042796005706,0.9222222222222224,0.8798586572438163,0.9688715953307392
14,3,0.050529,0.9667493359353824,0.9800285306704708,0.9457364341085271,0.942084942084942,0.9494163424124512
14,4,0.031245,0.9687474279129744,0.9814550641940084,0.9488188976377953,0.9601593625498008,0.9377431906614786
14,5,0.02055,0.9711514719196686,0.9828815977175464,0.952755905511811,0.9641434262948207,0.9416342412451362
15,1,0.296707,0.9620941949922336,0.977888730385164,0.937625754527163,0.9708333333333332,0.906614785992218
15,2,0.094797,0.9527821656197454,0.9707560627674752,0.9236499068901304,0.8857142857142857,0.9649805447470816
15,3,0.05244,0.971239550746192,0.9828815977175464,0.9529411764705882,0.9604743083003952,0.9455252918287936
16,1,0.360268,0.9339334853718496,0.9621968616262482,0.8907216494845361,0.9473684210526316,0.8404669260700389
16,2,0.11261,0.8914562968141041,0.9265335235378032,0.8297520661157025,0.7212643678160919,0.9766536964980544
16,3,0.069847,0.9642669022819568,0.978601997146933,0.9416342412451362,0.9416342412451362,0.9416342412451362
16,4,0.037419,0.9579935881796507,0.9750356633380884,0.931237721021611,0.9404761904761904,0.9221789883268484
16,5,0.028556,0.9610555555555556,0.9771754636233952,0.936,0.9629629629629628,0.9105058365758756
16,6,0.01818,0.9638283160816934,0.978601997146933,0.9407114624505928,0.9558232931726908,0.926070038910506
16,7,0.010151,0.9638283160816934,0.978601997146933,0.9407114624505928,0.9558232931726908,0.926070038910506
16,8,0.006497,0.9638283160816934,0.978601997146933,0.9407114624505928,0.9558232931726908,0.926070038910506
17,1,0.382427,0.94585981914097,0.9671897289586304,0.9118773946360154,0.8981132075471698,0.926070038910506
17,2,0.124764,0.9249351205623724,0.9514978601997148,0.8802816901408451,0.8038585209003215,0.9727626459143968
17,3,0.074054,0.9689374727312392,0.9814550641940084,0.94921875,0.9529411764705882,0.9455252918287936
17,4,0.048794,0.9723110239837744,0.9835948644793152,0.9546351084812624,0.968,0.9416342412451362
17,5,0.037148,0.973636254850676,0.9843081312410842,0.9568627450980391,0.9644268774703556,0.9494163424124512
18,1,0.346749,0.9488159838037868,0.9686162624821684,0.9169811320754716,0.8901098901098901,0.9455252918287936
18,2,0.116456,0.9249351205623724,0.9514978601997148,0.8802816901408451,0.8038585209003215,0.9727626459143968
18,3,0.070097,0.9700867867234833,0.9821683309557776,0.9510763209393346,0.9566929133858268,0.9455252918287936
19,1,0.408371,0.952921581861713,0.971469329529244,0.9233716475095786,0.909433962264151,0.9377431906614786
19,2,0.134314,0.9142449884364912,0.9436519258202568,0.8640275387263339,0.7746913580246914,0.9766536964980544
19,3,0.082825,0.963568023484383,0.977888730385164,0.9407265774378584,0.924812030075188,0.9571984435797666
19,4,0.052531,0.9611028018997128,0.9764621968616264,0.9366602687140116,0.9242424242424242,0.9494163424124512
19,5,0.036003,0.9620941949922336,0.977888730385164,0.937625754527163,0.9708333333333332,0.906614785992218
19,6,0.026429,0.9642669022819568,0.978601997146933,0.9416342412451362,0.9416342412451362,0.9416342412451362
19,7,0.018795,0.9588785369220152,0.9757489300998572,0.9325396825396826,0.951417004048583,0.914396887159533
19,8,0.013503,0.9590054248925858,0.9757489300998572,0.932806324110672,0.9477911646586346,0.9182879377431906
20,1,0.305859,0.9581215014128766,0.9750356633380884,0.9315068493150684,0.937007874015748,0.926070038910506
20,2,0.107392,0.9211387322073092,0.948644793152639,0.8745644599303136,0.7917981072555205,0.9766536964980544
20,3,0.050918,0.9650878128491068,0.9793152639087018,0.9428007889546351,0.956,0.9299610894941636
20,4,0.02428,0.9611770121944888,0.9771754636233952,0.9362549800796812,0.9591836734693876,0.914396887159533
20,5,0.011847,0.9611770121944888,0.9771754636233952,0.9362549800796812,0.9591836734693876,0.914396887159533
